,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,log_koi_period,log_koi_period_err1,log_koi_time0bk,log_koi_time0bk_err1,log_koi_impact,log_koi_impact_err1,log_koi_duration,log_koi_duration_err1,log_koi_depth,log_koi_depth_err1,log_koi_prad,log_koi_prad_err1,log_koi_teq,log_koi_insol,log_koi_insol_err1,log_koi_model_snr,log_koi_tce_plnt_num,log_koi_steff,log_koi_steff_err1,log_koi_slogg,log_koi_slogg_err1,log_koi_srad,log_koi_srad_err1,log_koi_srad_err2,log_ra,log_dec,log_koi_kepmag
1679,CONFIRMED,0,0,0,0,2.508216053340144,-11.736069016284437,5.138137405412207,-7.5810998322459024,-3.036554268074246,-1.4524341636244356,0.9968010225214249,-3.872802292274865,7.935480045302498,3.109105600721674,1.0402767116551463,-1.8263509139976741,6.066108090103747,2.096790180014449,0.5193888544264784,4.921439715291784,0.0,8.263332667439967,4.34381840878234,1.5492631893980304,-3.079113882493042,-0.6217571844732723,-3.473768074496991,-3.218875824868201,5.65228207110373,3.8408822574765757,2.7390965695075353
1680,CANDIDATE,0,0,0,0,1.8536631370300427,-11.959212567598648,5.139348727304883,-7.203469523131182,-1.6194882482876019,-1.4354846053106625,0.559844333245525,-3.3696987146027846,7.746387126284063,3.708706590913677,1.0043016091968684,-2.2926347621408776,6.272877006546167,2.930126516455997,1.1317246401183119,4.165113633110308,0.0,8.231376045573969,4.304078606626376,1.5435117623179335,-3.2188758248682006,-0.5516476182862456,-3.772261063052987,-3.3524072174927233,5.654502380490666,3.9112681005591527,2.724841763742047
1681,CONFIRMED,0,0,0,0,4.750882556355769,-7.016677686206324,5.509334327072321,-5.06720564558465,-1.4828052615007343,-1.4961092271270973,1.536867219599265,-1.9038089730366778,6.852136855219125,3.941601224956902,1.2584609896100056,-0.5430045221302259,5.993961427306569,1.8066480817218056,0.9711576333149952,3.0301337002713233,0.0,8.66561319653451,4.356721647120231,1.4648744612427478,-2.198225077669803,0.13889199886661865,-1.6554818509355071,-1.9589953886039688,5.674244148871679,3.7952237606907446,2.719583436915883
1682,CONFIRMED,0,0,0,0,1.3386035777848293,-10.580761383939784,4.887145883004623,-5.206650178022213,-1.18090753139494,-1.9241486572738007,0.6795552270404783,-1.7719568419318754,5.638354669333745,3.374202955263178,0.3148107398400336,-1.1363141558521213,6.9363427358340495,5.578332623938786,5.222035494724208,2.4336133554004498,0.0,8.621012520055235,5.111993812434784,1.5197319993496075,-3.540459448995663,-0.19845093872383832,-1.6660082639224947,-2.6036901857779675,5.674689549876898,3.8196567639817545,2.7656899805486246
1684,FALSE POSITIVE,0,1,1,1,0.9698598373579902,-13.194934070239164,4.89942641374763,-7.423593444571672,-0.09431067947124129,-5.809142990314028,1.696954161954143,-3.40822199659912,8.598496642480272,3.478189286519525,2.214846178686039,1.108892598075666,7.233455418621439,6.767182007568566,6.745590404446565,5.406274508053129,0.0,8.717354666338522,5.141669404438777,1.4964931534179662,-2.900422093749666,0.02955880224154443,-1.0729445419195318,-2.1803674602697964,5.68245702845966,3.8350484362005135,2.715092015891256
1685,CANDIDATE,0,0,0,0,3.6435997182996567,-8.176088842468463,5.112059532770803,-5.040579170469328,-0.5586162876023391,-0.991553216374702,1.3591800686283186,-1.7203694731413819,6.406549898593137,3.514555828431044,0.412109650826833,-2.0325579557809856,5.883322388488279,1.366091653802371,0.18315454309784637,3.044522437723423,0.0,8.421562960400987,4.795798810025401,1.538156710429137,-3.0159349808715104,-0.5141645250315053,-2.975929646257811,-3.0159349808715104,5.672760462778697,3.8595698597256645,2.697797824637859
1686,CONFIRMED,0,0,0,0,2.7912431845192525,-9.164411440087783,4.896304741754702,-5.261021581804339,-0.12669765304595754,-3.101092789211817,1.379773144129625,-1.9519282213808764,5.558756702605943,2.7344324423763284,0.43178241642553783,-2.396895772465287,6.322565239927284,3.123685637864452,1.8051691561379728,2.9806186357439426,0.0,8.491465042843506,4.976740638948518,1.5168839308234925,-3.170085660698769,-0.22815609313775412,-2.995732273553991,-2.8302178350764176,5.653526361508429,3.796673880406761,2.681706225762608
1687,CONFIRMED,0,0,0,0,2.589532454111542,-9.235658179960472,4.898113717655912,-5.06720564558465,-1.487220279709851,-1.4312917270506262,1.3540294005326152,-1.6928195213731514,4.758749273916392,2.1163759894728984,0.27763173659827955,-1.5095925774643841,6.77078942390898,4.917130150899396,4.119703619355633,2.791165107812717,0.0,8.718172930028725,4.584977682700143,1.4681047363174566,-2.703062659591171,0.19721016928770527,-1.5896352851379205,-2.0874737133771,5.6581773927227434,3.6253351052899268,2.554665894202853
1688,CONFIRMED,0,0,0,0,0.958409226630644,-11.929957209449858,4.881547575615975,-6.175387385268911,-1.5750364857167678,-1.4610179073158271,0.3304541642956499,-2.6941472959332184,5.86220971125072,2.9014765376282705,0.7275486072772777,-0.4764241970486583,7.266128779556451,6.901525916730796,6.794374912339676,3.1354942159291497,0.0,8.72371943690701,5.147500290750041,1.4895276157615427,-2.9374633654300153,0.09166718852582367,-1.0966142860054366,-2.137070654516472,5.6622444252186925,3.828211738982135,2.7484240952404835
1689,CONFIRMED,0,0,0,0,1.1768612069244904,-11.068239643708782,4.8898989517195455,-5.44914025628262,-0.2718087232954909,-3.1941832122778293,0.6891391591624065,-2.24431618487007,5.918625000931025,3.1527787564932748,0.6097655716208943,-2.513306124309698,6.953684210870537,5.647776337866461,3.8004431899564026,2.8903717578961645,0.0,8.535818655539403,4.394461500275244,1.4971646699513144,-2.333044300478754,-0.13926206733350766,-3.270169119255751,-2.6036901857779675,5.676616772332164,3.8044382624541124,2.758109400974947
1690,FALSE POSITIVE,0,0,1,1,1.925076408859178,-10.410985386209443,4.912798478367313,-5.6722838075968305,-0.7339691750802004,-4.422848629194137,0.8188983858655058,-1.995100393246085,5.286750730176571,2.610143319450616,0.23901690047049992,-0.9390477189967712,6.799055862058796,5.030895333103616,4.941863826669045,2.8449093838194073,0.0,8.654168646443315,5.049862417485402,1.51248638635765,-3.270169119255751,-0.12443007837817703,-1.287354413264987,-2.6882475738060303,5.666015634783455,3.8057556120142997,2.6904291923448076
1691,FALSE POSITIVE,0,1,1,1,0.8268354196334204,-10.645824977286845,4.894528353008269,-4.537511537514277,-2.8134107167600364,0.008959741371471801,2.05668455455722,0.8758853172391161,5.5675808534758,2.803420985130668,0.009950330853168092,-2.198225077669803,6.848005274576363,5.227841252743712,4.195410870956904,3.580737295494233,0.0,8.430109084509125,4.820289630088648,1.536867219599265,-3.816712825623821,-0.4246479275249383,-2.6736487743848776,-3.2441936328524905,5.694485861416439,3.8506828201572367,2.743803370808028
1692,CANDIDATE,0,0,0,0,2.8021064374722173,-8.660486361242713,4.9624363651128505,-4.870438663602972,-1.3318061758358208,-1.6347557204183905,1.1975522365230131,-1.3943265328171548,6.171909343889077,3.7184625279055843,0.4252677354043441,-1.7660917224794772,6.285998094508865,2.976549454137217,2.051684864634793,2.624668592163159,0.0,8.498621805830801,5.087602508052838,1.5299617109323036,-3.575550768806933,-0.3340751120214915,-2.551046452292545,-3.036554268074246,5.692799212179463,3.8939946467860165,2.76291710254305
1693,CONFIRMED,0,0,0,0,1.2966182796840633,-10.860600278930539,4.904924272573981,-5.403677882205863,-1.523260216193048,-1.4312917270506262,0.7246458476193163,-1.9519282213808764,4.676560182074764,2.2824844212870428,0.27763173659827955,-1.4653375684603434,7.221105098182496,6.719640976587322,5.905909382054174,2.5494451709255714,0.0,8.712430973476739,4.394461500275244,1.4572186994565892,-2.3025850929940455,0.23980399220731693,-1.5278579254416773,-1.8263509139976741,5.68187930877272,3.8051604956750564,2.671386216730619
1694,CANDIDATE,0,0,0,0,4.4781464514064835,-7.070627211954778,5.368370529061073,-4.9062752787720125,-1.0555527992076625,-2.111964733385396,1.910726988292098,-1.3318061758358208,6.786039520298041,4.023582269088702,0.8754687373538999,-2.396895772465287,5.799092654460526,1.0260415958332743,-0.8416471888783893,2.89591193827178,0.0,8.504918160540624,4.369460510614755,1.5054098420100528,-2.617295837833746,-0.19967119512906756,-3.4112477175156566,-2.9187712324178627,5.677806090884117,3.8421720516081144,2.749767794454079
1695,CONFIRMED,0,0,0,0,2.1263201132531377,-9.378759023601146,4.900925184506666,-4.7927053098349335,-0.11316869810563798,-2.9187712324178627,1.6486586255873816,-1.4567168254164367,4.686750172980514,2.1861636299767944,1.1755733298042381,-0.5780343734594406,7.158513997329321,6.470242072905079,5.67267357162896,2.6461747973841225,0.0,8.595079730073309,4.3175014467807555,1.319352955366009,-1.523260216193048,0.9574326752053303,-0.8029620465671519,-0.18632957819149348,5.67718251172911,3.7234695103825914,2.6856000722646183
1696,CONFIRMED,0,0,0,0,0.5199184643071253,-11.4359644238341,4.890946769147705,-5.274600839930721,-0.8770700187208739,-3.036554268074246,1.0959420601122307,-1.820158943749753,4.421247347827163,1.7229451532276951,0.23901690047049992,-1.6044503709230613,7.489970898834801,7.796526807218685,6.913400315738583,2.856470206220483,0.0,8.670257567143075,4.2485095276616045,1.4329393689429344,-1.8140050781753747,0.31772619380015765,-1.5050778971098575,-1.40649706843741,5.669730946217326,3.8505813374203584,2.6954376630513663
1697,FALSE POSITIVE,0,1,1,1,2.1505991492673244,-9.33137870035324,4.882611904534084,-4.871743295229638,-0.09431067947124129,-3.540459448995663,1.8991179875485542,-1.5141277326297757,5.697429000684026,2.8848565772080543,0.598836501088704,-0.6520052372287701,6.736966958001855,4.78130598369496,4.617108638227469,2.9391619220655967,0.0,8.668539943910762,5.0434315685113384,1.51248638635765,-3.0159349808715104,-0.13238918804574573,-1.3664917338237108,-2.4769384801388235,5.699623538257108,3.848904041575528,2.7348868550557697
1698,CANDIDATE,0,0,0,0,3.8066127196429185,-7.566887580954805,5.0766090348133055,-4.595219855134923,-0.07364654016829861,-4.268697949366878,2.2706815439810373,-1.6398971199188088,5.136974216139274,2.1163759894728984,0.4637340162321402,-1.4653375684603434,6.230481447578482,2.756205242989257,1.7768150218422325,3.0633909220278057,0.0,8.677780256064185,4.2485095276616045,1.502520630088023,-3.912023005428146,-0.017146158834970514,-1.9379419794061363,-3.123565645063876,5.642756674461814,3.7668596285350535,2.600316501298828
1699,CONFIRMED,0,0,0,0,1.9640519623889419,-9.688376172919183,4.919105067923994,-4.958992060944417,-1.5994875815809322,-1.2982834837971773,1.7087401135079627,-1.6094379124341005,3.8264651170664994,0.8758853172391161,0.3074846997479607,-1.3823023398503531,7.224753405767971,6.732806476517595,6.059919607333713,3.091042453358316,0.0,8.75004942158424,4.727396668230706,1.3857942360782083,-1.6660082639224947,0.6901426715396466,-0.9888614247089905,-0.7052197617942145,5.650461617379604,3.8939857070216095,2.43291135466962
1700,CANDIDATE,0,0,0,0,0.7423259787252116,-11.120883377194204,4.884829335691772,-5.302325387945576,-0.020202707317519355,-3.6888794541139363,1.0360983832788673,-2.3816283003344987,5.130490255904535,2.525808641108426,0.5007752879124892,-0.7113111511876165,7.228388451573604,6.748501600978975,6.644845165566211,2.72785282839839,0.6931471805599453,8.668196064952765,5.164791688192902,1.5040773967762742,-2.9374633654300153,-0.08555788836164667,-1.287354413264987,-2.2164073967529934,5.67633587248204,3.7321683473359566,2.750854230093775
1701,FALSE POSITIVE,0,0,1,0,-0.13587460666464443,-13.795707930668094,4.8789866232763455,-6.897804948128969,0.0962188577405429,0.4624753628249439,0.371494588537011,-2.850766503303805,4.922168312773925,1.4112308464099221,3.2386784521643803,1.730061354757839,8.059908334578276,10.073882435129677,9.656176236812142,3.728100167267218,0.0,8.868131713503033,5.257500580347552,1.3792697461829262,-1.5050778971098575,0.7333289701927771,-0.7743572359854884,-0.5762534290884461,5.669201312787474,3.8556464764248015,2.51244074998132
1702,CONFIRMED,0,0,0,0,1.94744367973869,-10.588666563446896,4.930167551663798,-5.782825681996654,-0.8486320834003401,-3.324236340526027,0.7787283686501512,-2.3382122706371966,5.406274508053129,2.509680559886648,1.324418957401803,-0.49265831981054176,7.2813856635702825,6.960945273496242,6.105420267929978,3.0587070727153796,0.0,8.668024081118821,4.356721647120231,1.320421616969183,-1.487220279709851,0.9066443548223496,-0.908818717035454,-0.2930296787783762,5.672062335073601,3.6922983530128883,2.687098914349278
1703,CONFIRMED,0,0,0,0,2.8502591818180196,-8.961919013477704,4.910847960111116,-5.084820192285632,-0.1438703704197019,-4.3428059215206005,1.9518922207328608,-1.820158943749753,5.313698468586339,2.2926357621403777,0.7561219797213337,-1.0469690555162714,6.695798917058491,4.617296365785932,3.733876720044667,3.1654750481410856,0.0,8.688790784847216,4.262693961449172,1.449503874517775,-1.9805015938249324,0.2615947376884626,-1.5606477482646683,-1.5702171992808192,5.691632022643793,3.9243758143549674,2.649714624089247
1704,CANDIDATE,0,0,0,0,2.640937483874144,-10.126631103850338,4.906573120412787,-6.0705077544484345,-0.1301086853470204,-2.7646205525906042,0.24748488270036784,-2.556187851792964,6.000424288479454,3.269606961274558,0.9783261227936078,-0.23445731121448313,6.71174039505618,4.6827791653150745,4.574205696230618,2.9601050959108397,0.0,8.694502206386648,5.214941192376826,1.4713246103044662,-2.1803674602697964,0.1231021971339834,-1.0906441190189327,-1.720369473141382,5.656871319043976,3.7466406626255546,2.689818339507406
1705,CONFIRMED,0,0,0,0,3.808680898079753,-7.652406302409198,4.894486871731331,-4.7878918228033855,-0.04290750101127643,-4.605170185988091,1.5271426697072703,-1.6982691261407161,6.078330080129564,3.532254883407168,0.8919980393051105,-0.355247391947547,6.18826412308259,2.5855058483441162,2.412425558673578,2.6461747973841225,0.0,8.663887570567042,5.049862417485402,1.5102803409008818,-3.2968373663379125,-0.10536051565782628,-1.3509272172825992,-2.4651040224918206,5.677148142314244,3.8970399580755646,2.7064489197352364
1706,CONFIRMED,0,0,0,0,2.7116429793382393,-9.000079446492986,4.90921729280154,-4.980591172747879,-0.11991029667255768,-2.7333680090865,1.4865920824352545,-1.742969305058623,5.40042258948519,2.7537244045933846,0.36464311358790924,-1.3823023398503531,6.499787040655854,3.835141961092188,3.2391097316990103,2.791165107812717,0.0,8.607947554684701,5.087602508052838,1.499399807225163,-2.1037342342488805,-0.20089294237939007,-1.9379419794061363,-2.1541650878757723,5.700277405739453,3.8435899557831306,2.674355524578113
1707,CANDIDATE,0,0,0,0,2.007739221700133,-9.175938945258851,4.922453050091112,-4.456750180869818,-0.6311117896404926,-2.8824035882469876,1.407076900302419,-1.2073117055914506,4.356708826689592,1.9602356191999566,-0.2613647641344075,-1.7660917224794772,6.778784897685177,4.949610592258481,4.552307239288019,2.5416019934645457,0.6931471805599453,8.644002038279933,5.147500290750041,1.498282863067938,-2.137070654516472,-0.164874643190234,-1.6820086052689358,-2.2349264445202306,5.698279393777576,3.7333763200154255,2.63073709799954
1708,CANDIDATE,0,0,0,0,5.071346425111838,-5.658426772935404,5.42464732850391,-4.518992489747039,-2.2072749131897207,-1.1177951080848836,2.1320339917990068,-0.9288695140810153,6.940222469119639,4.220991897335465,1.0043016091968684,-1.9589953886039686,5.666426688112432,0.5007752879124892,-1.2344320118106447,2.8507065015037334,0.0,8.543835122362658,4.430828703534357,1.4960452250790097,-2.396895772465287,-0.13467490332660145,-3.101092789211817,-2.5902671654458267,5.682352483922144,3.806274169939488,2.7614013765992045
1711,FALSE POSITIVE,0,1,1,1,-0.3134192887173097,-12.385199311427609,4.878996357266176,-5.386056280856043,-0.23193205734728903,-1.8140050781753747,1.0999447339018882,-2.137070654516472,4.903050083416319,1.8084526921697155,0.3148107398400336,-0.818710403535291,7.691656822810547,8.60541283815389,8.601354360419368,3.295836866004329,0.0,8.723068501163928,5.262695370238613,1.4856871049979254,-2.617295837833746,0.06485097231961627,-1.0469690555162714,-1.903808973036678,5.669168255300121,3.647668790321564,2.7094492220159174
1712,FALSE POSITIVE,0,0,1,0,-0.6625155501209289,-14.74185162569193,4.880159943206103,-7.103770162908094,0.12133228516752477,0.14063112973974543,0.5804822749024785,-3.3755296349135775,7.109961159081466,2.928576998366583,2.6361960973342264,0.41277168329060243,7.499423290592229,7.8273246303048944,6.930466417553725,4.377014092850337,0.0,8.53070154144103,5.170489676840192,1.5164450455849356,-2.5383074265151158,-0.31471074483970024,-2.5257286443082556,-2.551046452292545,5.640343295687199,3.749986053877984,2.7591234712862107
1714,CONFIRMED,0,0,0,0,1.9080128748559542,-9.656627474604603,4.885018857309011,-4.808511110006122,-0.4109802887962745,-3.816712825623821,1.4310286924600613,-1.6450650900772514,4.955827057601261,2.370337195044864,0.3920420877760237,-1.4653375684603434,6.918695219020472,5.508983396351134,4.6336701754579925,2.7343675094195836,0.0,8.614501373883236,4.406731442311845,1.449503874517775,-1.7778565640590636,0.16211884947643512,-1.6928195213731514,-1.5994875815809322,5.637725966403392,3.7527001629984236,2.6710403754683094
1715,CONFIRMED,0,0,0,0,3.731603364045902,-9.993412260064115,5.349006445684311,-7.060906458476312,-2.995732273553991,-0.9808292530117262,1.5287700093666456,-3.2441936328524905,6.0445312680446746,1.5042995943107957,0.8754687373538999,-2.111964733385396,6.369900982828227,3.3170908723651555,1.4749918158811777,4.705015520957808,0.0,8.695841342843883,4.262693961449172,1.462329047395888,-3.473768074496991,0.15785808461558032,-2.796881414808826,-2.8302178350764176,5.66872301148036,3.88580655789082,2.4726653633656466
1717,CONFIRMED,0,0,0,0,5.362505166815232,-6.713834586344831,5.591487750626958,-5.3882420740760235,-3.270169119255751,-0.9238189982949466,2.0500127309890237,-1.7544636844843582,7.597045029214778,4.1367812524193575,1.000631880307906,-1.422958345491482,5.308267697401205,-0.941608539858445,-1.8904754421672127,3.586292865338835,0.0,8.406708458240965,5.06891049150863,1.5366521427084476,-3.324236340526027,-0.45098562340997367,-2.864704011147587,-2.9957322735539913,5.671177702488059,3.717241958552249,2.7189901411405444
1721,CANDIDATE,0,0,0,0,0.8122523276195277,-11.69444734159362,4.8846152018438405,-5.73837391942582,-1.8451602459551701,-1.1907275775759154,0.5383045947542758,-2.5395740511303084,6.148254597872171,3.2149079633068154,0.17395330712343798,-2.6450754019408214,6.678342114654332,4.546056921495585,2.9606748817385884,3.077312260546414,0.0,8.303752415563412,4.3820391345957574,1.5492631893980304,-3.7297014486341915,-0.581605805827038,-3.4420193761824103,-3.506557897319982,5.674118414875276,3.8508692986709554,2.7596301210753893
1722,FALSE POSITIVE,0,0,1,0,1.013437286328135,-11.198114725130194,4.8935171123755055,-5.368739830844582,-0.3024573580339353,-1.5417792639602856,1.2313933999019282,-2.1037342342488805,4.448516375942715,1.2812115846667382,0.5538851132264376,-0.731888008876376,7.48605261786314,7.777964375309282,7.605223609909628,3.3250360206965914,0.0,8.741456115998364,5.293309849837494,1.4019216170055897,-1.2039728043259361,0.5584722772333438,-0.731888008876376,-0.44785082460460224,5.672076304469545,3.889432408553976,2.630665070052665
1723,FALSE POSITIVE,0,1,1,1,0.4524639647167808,-11.751182654094487,4.881092583710843,-5.360192770266124,0.13976194237515863,-1.0023934309275668,1.9767164391570238,-1.3983669423541598,5.391352232515226,1.7580303164839273,4.34536265030229,2.221483491557004,8.126813720726114,10.338640257180492,9.41081212946967,3.8753590210565547,0.0,8.798152718107191,5.192962406430334,1.2299329059954678,-0.8533159327127666,1.4620973245353914,-0.6597124044737079,0.659073200226194,5.694104359082425,3.681449696694878,2.5769539363837013
1724,FALSE POSITIVE,0,0,1,0,1.0016910471338125,-11.068239643708782,4.882115929771336,-5.310389947782306,-2.513306124309698,-0.9808292530117262,0.8787965274465745,-1.8838747581358606,5.027820118850356,2.4596743082368207,0.058268908123975824,-1.422958345491482,7.057897937411856,6.067846717026788,5.740406871577553,2.740840023925201,0.0,8.604837701268284,5.192962406430334,1.5107219394949427,-3.1465551632885744,-0.13696585507315742,-1.6044503709230613,-2.4651040224918206,5.695011723824892,3.6874051428509818,2.7082501811048765
1725,CONFIRMED,0,0,0,0,0.4536775327198207,-12.10713269767527,4.88174955085562,-5.6958143050070245,-2.631089159966082,-0.9519179095173061,0.45717165043035723,-2.3309845675157437,5.41565585896527,2.7213612151618825,-0.07257069283483537,-2.796881414808826,6.905753276311464,5.459245030654318,3.9100410426368337,2.8735646395797834,0.0,8.369388996647842,4.454358924092881,1.5394445406135653,-4.961845129926823,-0.4307829160924542,-3.2441936328524905,-4.3428059215206005,5.664405719995743,3.868671376579143,2.7454102098592874
1726,FALSE POSITIVE,0,0,1,1,-0.05367685702786736,-12.336181330877194,4.8857194050169355,-5.451468546042212,-3.772261063052987,-0.8096809968158968,0.18730909830499368,-1.748699979767608,5.309257306586371,3.1046315205099813,-0.12783337150988489,-2.6450754019408214,7.113956109566034,6.287579710878014,5.268842210808026,2.631888840136646,0.0,8.403800504061147,5.06891049150863,1.5353607090377845,-3.2968373663379125,-0.44941699563734716,-2.864704011147587,-2.9957322735539913,5.672400298411512,3.6868841898975138,2.757538534193404
1727,CANDIDATE,0,0,0,0,2.6237451731894383,-9.190537744680004,4.975174113037603,-5.129418830086223,-0.0812100554255433,-3.575550768806933,1.7486779795256047,-2.0024805005437076,4.318820558770089,1.2812115846667382,0.4382549309311553,-1.2344320118106447,6.795705775173514,5.014892884348897,4.267611359241589,3.173878458937465,0.0,8.646641258603124,4.34381840878234,1.4204542127665951,-1.4610179073158271,0.37706563358646655,-1.324258970200438,-0.962334670375562,5.672168373734598,3.7727572599269545,2.5223629868319537
1728,CANDIDATE,0,0,0,0,1.7850010776621856,-10.031320924046012,4.9053356654736655,-5.405902577227974,-1.3432348716594436,-1.6144504542576446,1.0643658499395183,-1.8904754421672127,4.891100725401066,2.2618672597154865,0.01980262729617973,-1.3823023398503531,6.799055862058796,5.033570265378752,4.711878792562895,2.7788192719904172,0.0,8.603737792816423,5.099872525366584,1.5118250835670999,-3.473768074496991,-0.10536051565782628,-1.5371172508544744,-2.6592600369327783,5.659218383049424,3.851290374028886,2.67552700939665
1729,CANDIDATE,0,0,0,0,1.7645475488868714,-10.795085671819912,4.919272134548938,-5.829345697631547,-1.1394342831883648,-1.9173226922034008,0.10129225148187235,-2.3402869601780574,5.469746482175568,2.9857324414756574,0.17395330712343798,-1.7092582477163114,6.727431724850855,4.744410253079596,4.072115994711034,2.72785282839839,0.0,8.571491964823617,5.062601362120862,1.5234441992671244,-3.2188758248682006,-0.26266430947649305,-2.0955709236097197,-2.7333680090865,5.6468531522198715,3.8435254898036475,2.6829375002871347
1730,CONFIRMED,0,0,0,0,0.823966370234976,-11.670749550163796,4.893034241879882,-5.701784471993528,-3.3813947543659757,-0.8416471888783893,0.4825495984142539,-2.314657674228315,4.842611042003125,2.1973356822749484,-0.13926206733350766,-2.396895772465287,7.023758954738443,5.926339187147519,4.905282185818402,2.8154087194227095,0.0,8.520587424484253,5.017286459309552,1.5076266462874155,-2.577021938695806,-0.22690060019192196,-2.5257286443082556,-2.4534079827286295,5.678260885226122,3.766058781609049,2.6802678200897585
1731,CONFIRMED,0,0,0,0,2.5084174097941108,-9.288301913445894,4.882049594203784,-4.747886488189686,-1.231001476713855,-1.7372712839439852,1.0972780656549732,-2.2256240518579173,7.388389700583898,4.305429027487634,0.7929925155296614,-1.9589953886039686,6.073044534100405,2.127040520479115,0.5715443588006964,3.169685580677429,0.6931471805599453,8.266421472984554,4.2485095276616045,1.5513849809854834,-3.9633162998156966,-0.5727010274840783,-3.324236340526027,-3.6888794541139363,5.646633684299358,3.8538543614775502,2.789875933626373
1733,CONFIRMED,0,0,0,0,4.061024610349977,-8.303696017153833,4.93261032719177,-5.741484341840213,-3.816712825623821,-0.9113031903631159,1.7199053654600713,-2.2256240518579173,6.6934475763303265,3.186393954622947,1.1662709371419244,-0.6911491778972723,6.186208623900494,2.5779415157551897,1.7085590033019076,3.5524868292083815,0.0,8.606485298894999,4.406731442311845,1.4518479918593294,-1.7092582477163114,0.14149956227369961,-1.7092582477163114,-1.6144504542576446,5.702120227221433,3.705510365656816,2.6718701936474534
1734,CONFIRMED,0,0,0,0,2.6689810791250728,-9.20834236931351,4.9181989010084415,-5.144738278619736,-4.268697949366878,-0.7657178733947808,1.322821938164317,-1.6928195213731514,5.39906726964818,2.797342308580972,0.5187937934151675,-1.3432348716594436,6.650279048587422,4.434144588935989,3.564194530128343,2.7212954278522306,1.0986122886681098,8.606485298894999,4.406731442311845,1.4518479918593294,-1.7092582477163114,0.14149956227369961,-1.7092582477163114,-1.6144504542576446,5.702120227221433,3.705510365656816,2.6718701936474534
1735,CONFIRMED,0,0,0,0,3.2837561050994797,-9.038911256348651,5.010603760265736,-5.5164733763512075,-0.33687231664255274,-1.3470736479666092,0.9917691930500606,-2.120263536200091,6.162893662735513,3.2734018882227662,0.9895411936137477,-0.8651224452997557,6.4457198193855785,3.6149637711637683,2.7447677840373728,2.995732273553991,0.6931471805599453,8.606485298894999,4.406731442311845,1.4518479918593294,-1.7092582477163114,0.14149956227369961,-1.7092582477163114,-1.6144504542576446,5.702120227221433,3.705510365656816,2.6718701936474534
1736,CONFIRMED,0,0,0,1,-0.14111855505816767,-13.383728141538736,4.88331247405097,-6.515713191206113,-1.995100393246085,-1.1363141558521213,0.06391332574365265,-2.877060743836492,6.191339471482838,3.1268043946477118,0.41871033485818504,-1.8263509139976741,7.236339342754344,6.780296837177326,5.7960303947681,3.3068867021909143,0.0,8.474703139795285,4.962851623242449,1.5319087099248625,-3.6888794541139363,-0.35097692282409454,-2.5902671654458262,-3.170085660698769,5.664464868808974,3.6983563560856516,2.766193315150921
1737,CONFIRMED,0,0,0,0,2.4705443624691847,-8.060401456142733,4.925070869765538,-4.398156016603766,-1.3212559649406685,-1.5989926545725617,1.2050721997692369,-0.9187938620922736,5.25227342804663,3.1570429734362415,0.16551443847757333,-0.7962879394794586,6.593044534142437,4.20663103795066,4.338871190609939,2.2082744135228043,0.0,8.63994165667529,5.105951534488276,1.5153469890345048,-3.6119184129778077,-0.15431736038435728,-1.1147416705979933,-2.7646205525906042,5.657384616639128,3.814267476192501,2.723135838520251
1738,FALSE POSITIVE,0,1,0,1,0.3922609678740814,-12.600597813600004,4.880946414316345,-6.011667254425501,-0.4812668215244463,-3.170085660698769,0.605953968857568,-1.6873994539038122,5.113191882421348,1.8564542281598664,0.37843643572024505,-0.8651224452997557,7.463363045520021,7.687194828107095,7.518493746751275,3.770459441106359,0.0,8.698847859222488,5.087602508052838,1.4683350714561,-1.870802676568508,0.0778865386570712,-1.1647520911726548,-1.579879110192556,5.64195143165629,3.837907033242424,2.614471854142644
1739,CANDIDATE,0,0,0,0,5.324890707021445,-6.191379972302984,5.6496368354965085,-4.999695354057922,-4.710530701645918,-0.8651224452997557,2.161136729409671,-1.5324768712979722,7.129858289121099,4.09269319947287,0.7466879474879751,-1.7092582477163114,5.298317366548036,-0.9675840262617056,-2.0325579557809856,3.190476350346503,0.0,8.389359819906353,5.056252174754775,1.5388008328346596,-3.324236340526027,-0.47160491061270937,-2.8824035882469876,-3.0159349808715104,5.670755884917247,3.878690002442851,2.7445749757845825
1740,FALSE POSITIVE,0,1,1,0,0.10823721897632434,-12.244813473846605,4.880955446170288,-5.646457408036932,-1.9519282213808764,-1.2073117055914506,0.7476353658440151,-2.0955709236097197,5.077670695432414,2.501517915593197,0.06765864847381486,-1.2344320118106447,7.399398083331354,7.433660629983219,7.188269977062597,2.740840023925201,0.0,8.661466680572662,5.0434315685113384,1.5160059676415478,-3.3813947543659757,-0.16369609267078963,-1.4828052615007343,-2.4769384801388235,5.689886639862214,3.6671663976094164,2.7350815401532405
